latitude,longitude,year,season,gender
24.42103317,54.11560224,2007,3,1
24.44799639,54.09764605,2000,2,1
24.44976657,54.08537008,2004,2,0
24.41661572,54.14150276,2001,2,0
24.44461948,54.12581795,2009,3,0
24.43096141,54.11440362,2000,1,0
24.43116384,54.09681093,2004,1,1
24.43423864,54.14942624,2012,3,1
24.45566156,54.16194341,2011,0,0
24.45602206,54.15839522,2010,0,1
24.48382966,54.11211804,2012,0,1
24.46154521,54.09271929,2004,1,1
24.45436462,54.07671822,2008,2,0
24.4647142,54.07840607,2011,1,1
24.42946819,54.09915039,2008,3,0
24.41449876,54.10638357,2009,0,0
24.47388412,54.14719182,2006,1,0
24.44788826,54.11573623,2002,0,1
24.39994027,54.11981127,2012,1,0
24.40480327,54.13608735,2011,2,0
24.44178631,54.07708254,2006,0,0
24.43986273,54.15979335,2009,0,0
24.42806175,54.09440501,2008,3,1
24.48192001,54.12342993,2009,3,0
24.47862782,54.14009976,2002,1,0
24.44417045,54.09417988,2008,2,1
24.46981619,54.08535981,2011,2,1
24.48114242,54.121988,2006,0,0
24.42433826,54.14064588,2011,0,1
24.45762065,54.07999339,2004,2,1
24.41271789,54.11907038,2009,3,1
24.46017596,54.13449971,2003,1,0
24.42414266,54.10022997,2001,1,1
24.42161212,54.11305136,2000,3,0
24.48260316,54.1220489,2010,3,1
24.42936434,54.11784597,2003,1,0
24.45684028,54.08327359,2002,1,1
24.44613154,54.15410989,2010,3,0
24.47519127,54.1082162,2007,3,1
24.4523988,54.12721538,2004,1,0
24.4324414,54.12880895,2005,1,0
24.45681703,54.12728559,2006,2,1
24.46977649,54.11572621,2011,3,0
24.41734402,54.08688899,2006,0,0
24.43417015,54.07144572,2002,3,0
24.43782803,54.08741187,2007,2,1
24.41578386,54.13427974,2011,2,0
24.4737952,54.10890577,2007,0,0
24.44894719,54.11292183,2006,0,1
24.45433808,54.09505879,2003,2,1
24.44172817,54.14155762,2012,0,0
24.40031739,54.12717185,2000,3,1
24.42810522,54.1380382,2001,2,1
24.45912721,54.1144802,2011,3,0
24.42093464,54.0773214,2002,1,1
24.42382765,54.15498165,2006,1,0
24.41248916,54.14717769,2012,3,1
24.44978376,54.16775468,2010,0,0
24.43858084,54.12343005,2010,2,0
24.43883036,54.08306947,2001,2,0
24.41341537,54.10734556,2011,1,0
24.42264505,54.10910846,2001,1,1
24.45054264,54.10547942,2002,3,1
24.41902358,54.08505123,2004,1,0
24.4257744,54.11872693,2011,1,1
24.42384441,54.07498519,2004,3,1
24.45070228,54.16186076,2003,1,0
24.45534176,54.10665652,2001,1,1
24.44634331,54.10701445,2008,3,0
24.46469868,54.11901405,2005,0,1
24.40850223,54.09251331,2003,3,1
24.47741216,54.13025665,2001,2,1
24.44099793,54.09131472,2004,3,0
24.46617214,54.15242907,2011,0,1
24.43357818,54.12774539,2010,2,1
24.45278178,54.11440467,2000,2,0
24.43048613,54.13674704,2000,1,1
24.4426046,54.11379362,2012,2,1
24.43751396,54.10527829,2010,1,0
24.41637333,54.12606933,2010,2,1
24.41504129,54.11553691,2006,0,1
24.41519383,54.14698673,2006,0,0
24.40697939,54.09723537,2007,0,1
24.46281814,54.14722289,2012,3,1
24.44602218,54.07119861,2007,2,1
24.45944593,54.10058381,2003,1,0
24.43617372,54.1450355,2011,0,1
24.43981084,54.09276778,2004,1,0
24.43894021,54.10190724,2010,3,1
24.47198012,54.0929345,2005,2,0
24.46709419,54.07755798,2005,2,1
24.43071726,54.14933735,2010,1,0
24.45086488,54.10821238,2002,3,1
24.43332023,54.14516738,2000,2,1
24.4604326,54.15479709,2001,2,0
24.43044379,54.11590044,2005,3,0
24.45708175,54.1291144,2001,3,0
24.42611794,54.14482612,2000,1,1
24.44510986,54.09825722,2006,3,1
24.483779,54.12838466,2005,3,0
24.41012025,54.13056219,2007,3,1
24.47156402,54.13655025,2003,0,0
24.4135232,54.15350534,2000,2,0
24.43643748,54.08634801,2003,1,0
24.42107166,54.08261881,2007,2,0
24.48101714,54.11202755,2000,2,1
24.44630518,54.09674078,2007,3,0
24.42078966,54.12274431,2009,0,1
24.43928057,54.0810077,2004,0,0
24.46615869,54.13585589,2007,2,1
24.42867333,54.07287875,2002,1,1
24.4510513,54.13446588,2007,1,1
24.42885527,54.07655286,2012,3,0
24.44871887,54.12572821,2000,1,0
24.45194124,54.13081597,2006,0,1
24.44090238,54.15110758,2004,0,1
24.476891,54.08773904,2004,0,0
24.42599431,54.11656044,2012,2,0
24.48132263,54.11626084,2007,1,1
24.45006261,54.15347615,2009,0,1
24.44093305,54.10287844,2012,3,0
24.44842201,54.1213346,2011,0,1
24.43894949,54.15301238,2004,2,1
24.45076603,54.07890836,2004,3,0
24.44027552,54.07296811,2010,0,0
24.4453931,54.15412799,2006,3,0
24.4640027,54.1072817,2005,1,0
24.4149605,54.11002143,2011,3,1
24.43297771,54.13799648,2009,2,0
24.44404888,54.10380196,2008,3,1
24.41641115,54.10689189,2005,2,0
24.41865552,54.11622951,2001,0,1
24.41533503,54.10400869,2012,2,1
24.48606601,54.12004865,2001,1,1
24.44103384,54.10772673,2012,3,1
24.42000635,54.10735872,2011,2,0
24.44208671,54.08371159,2011,1,1
24.46744016,54.09581484,2000,0,1
24.43840895,54.11510698,2002,1,0
24.46921084,54.11517253,2007,0,1
24.47235156,54.08995959,2008,1,1
24.42720659,54.08667722,2002,0,0
24.43418395,54.16009605,2007,2,0
24.42144462,54.11968408,2002,0,0
24.44387793,54.16617228,2002,2,1
24.46974321,54.15005773,2005,1,1
24.47448318,54.11615513,2007,2,1
24.41572106,54.10543596,2001,0,0
24.41796799,54.1410261,2010,0,1
24.46183984,54.14505179,2011,0,1
24.40026352,54.11852918,2006,1,1
24.42901466,54.08531312,2006,3,1
24.40300711,54.12120135,2010,0,0
24.43501059,54.14102116,2007,1,1
24.42731683,54.12448073,2006,0,0
24.46077366,54.1188803,2008,1,1
24.47037724,54.11256262,2000,0,0
24.43375788,54.12191018,2007,2,0
24.43053907,54.09972701,2007,3,0
24.43526716,54.08028689,2007,1,0
24.4324157,54.10753507,2012,2,1
24.48100132,54.11456582,2005,2,0
24.43369103,54.11444879,2012,1,1
24.4438114,54.08933559,2007,1,0
24.4449542,54.10835213,2003,3,1
24.40841187,54.13349473,2002,2,0
24.47854872,54.13669805,2007,2,1
24.4646345,54.079272,2000,3,1
24.458804,54.1332862,2012,2,0
24.46045161,54.09921682,2010,1,0
24.4392057,54.09948485,2008,0,1
24.47884885,54.11986719,2010,0,0
24.41908956,54.1581155,2011,0,0
24.41246823,54.09320757,2003,3,1
24.4634564,54.15642654,2001,1,0
24.47867873,54.13649675,2004,1,1
24.43119803,54.07200685,2003,3,1
24.44833271,54.07424438,2008,2,1
24.45119884,54.09758124,2001,3,0
24.41724328,54.08605751,2001,3,0
24.46394121,54.11849811,2002,0,0
24.41091389,54.09018053,2006,3,1
24.42357617,54.14530053,2009,3,1
24.42725303,54.08991299,2011,2,0
24.45306188,54.09760625,2005,0,0
24.43524888,54.15972284,2010,1,1
24.4586427,54.14781438,2002,1,1
24.43923408,54.10310039,2008,0,1
24.48012804,54.10657559,2009,0,1
24.47659036,54.10390071,2003,3,1
24.41643055,54.11313543,2003,3,0
24.44139771,54.16021868,2000,1,1
24.46025879,54.14833726,2009,1,0
24.48206615,54.11819071,2006,3,1
24.47505725,54.14504211,2011,2,0
24.48635018,54.10659467,2008,3,0
24.48370919,54.10105167,2000,0,0
24.46615398,54.15878411,2005,0,0
24.41686693,54.14406082,2004,3,0
24.42614011,54.13515267,2000,0,0
24.46207195,54.08966451,2011,1,0
24.40416937,54.12538727,2003,2,0
24.43625518,54.07668979,2000,1,1
24.47447225,54.09524491,2010,3,1
24.4207949,54.11354221,2012,1,1
24.41520413,54.14843454,2008,3,0
24.42809215,54.14831968,2008,0,0
24.42961085,54.08826353,2004,3,1
24.42070786,54.09739825,2000,1,1
24.44538269,54.08336479,2008,1,0
24.42099228,54.13104072,2007,3,1
24.4579966,54.08165111,2004,1,0
24.47241906,54.08828901,2000,3,1
24.43994599,54.13775717,2006,1,0
24.44316578,54.15557772,2009,2,0
24.42381751,54.15153247,2010,0,0
24.43013975,54.09872113,2009,2,1
24.4231817,54.08725315,2008,3,1
24.42405149,54.07704526,2006,2,1
24.42203335,54.15920239,2011,2,0
24.44601424,54.12503478,2000,0,0
24.41107417,54.14736006,2011,2,1
24.44495681,54.10866768,2007,2,1
24.41510511,54.11734636,2009,0,0
24.40091638,54.13034311,2010,0,0
24.42515163,54.12073202,2010,2,1
24.42618241,54.15086665,2008,2,1
24.44961053,54.12224635,2006,3,1
24.43365324,54.10026307,2008,0,1
24.46963091,54.09856978,2006,1,0
24.40535843,54.13155319,2002,3,1
24.44104299,54.11094111,2009,3,1
24.42934834,54.13836307,2003,1,1
24.43914455,54.07426129,2008,2,1
24.41879636,54.14388936,2012,1,0
24.44282437,54.11490813,2005,1,1
24.47316178,54.15284323,2001,2,0
24.43055951,54.07966512,2005,0,0
24.41399756,54.11490481,2002,0,1
24.4554863,54.13530889,2008,2,1
24.48485539,54.11654326,2009,0,0
24.48317245,54.12089673,2012,0,0
24.45788521,54.1568785,2001,1,1
24.45509185,54.1279128,2008,1,0
24.47285572,54.14469791,2006,1,1
24.4725877,54.12040612,2005,1,0
24.42257532,54.1312966,2011,2,1
24.41498666,54.13354876,2001,1,0
24.43304424,54.12017979,2001,3,1
24.47929774,54.1203734,2000,1,1
24.46549484,54.13401441,2006,1,0
24.47384203,54.11765385,2002,2,1
24.42909587,54.09077634,2011,3,1
24.44694279,54.13487656,2003,0,1
24.46755261,54.11308103,2010,3,0
24.446071,54.10209877,2001,2,1
24.42862991,54.09029196,2001,0,1
24.44927496,54.0994909,2009,3,1
24.43681583,54.11043474,2000,2,0
24.43698204,54.10925416,2008,1,1
24.41729618,54.09482683,2000,2,1
24.43732142,54.15110074,2003,1,0
24.42566701,54.15943349,2011,2,1
24.42599323,54.08783112,2005,3,1
24.46130395,54.09251914,2003,2,1
26.48004612,53.50714792,2005,2,0
26.51821143,53.51741825,2004,3,1
26.59179265,53.53337181,2001,1,0
26.40993173,53.49817237,2002,0,0
26.33066857,53.68729881,2005,1,1
26.28858602,53.42518709,2009,3,0
26.43354544,53.71226442,2000,3,0
26.40635386,53.26570947,2012,3,1
26.22404856,53.46302909,2011,0,0
26.37922673,53.61446605,2007,0,1
26.58777057,53.56584068,2001,2,1
26.65056661,53.57820128,2012,1,1
26.6446941,53.39436298,2011,1,0
26.63074907,53.63291827,2006,1,1
26.56256079,53.54395242,2009,3,0
26.46346844,53.43671938,2009,0,0
26.46739462,53.33195808,2007,1,1
26.51479131,53.29333653,2000,0,0
26.43333979,53.53480794,2010,1,0
26.44578974,53.64929391,2011,0,1
26.42888549,53.52099204,2000,1,0
26.3781929,53.47491572,2012,2,1
26.42617904,53.63519734,2008,0,0
26.542411,53.49081574,2010,1,1
26.52191509,53.32490497,2005,3,0
26.58818702,53.48084491,2007,2,1
26.41749129,53.27478836,2010,0,1
26.5982134,53.42441155,2010,3,0
26.43934839,53.40993761,2010,1,0
26.41221382,53.25578163,2003,2,0
26.28743623,53.35777324,2004,2,1
26.36799835,53.34757931,2003,3,1
26.5887061,53.54814509,2010,0,1
26.65407765,53.45897457,2009,3,1
26.50536615,53.49979069,2003,1,1
26.51224677,53.59141501,2003,2,1
26.55462664,53.69412728,2006,0,0
26.49356542,53.41229387,2010,0,0
26.41897142,53.45791635,2009,3,0
26.64909817,53.43300192,2011,0,0
26.35801029,53.68841368,2008,0,1
26.31202477,53.53493522,2001,0,0
26.43348679,53.36348771,2004,3,0
26.45760527,53.32936095,2002,3,1
26.43582753,53.50197277,2012,3,1
26.48896007,53.43037891,2008,3,0
26.35224259,53.32178332,2001,0,0
26.34060783,53.5410995,2010,1,0
26.58056575,53.64265183,2003,0,0
26.61919585,53.35697658,2010,0,0
26.32970999,53.69787533,2009,0,0
26.57385443,53.61057702,2010,3,1
26.45026184,53.6171648,2003,2,1
26.49874402,53.66152774,2001,0,0
26.5458108,53.53409216,2000,3,0
26.61029129,53.66018875,2005,0,1
26.62855429,53.40240221,2000,3,1
26.29076972,53.61658445,2008,3,0
26.53289215,53.28173903,2007,1,1
26.38901042,53.33613072,2010,1,1
26.38616469,53.55334589,2003,2,1
26.32639218,53.51850815,2003,2,0
26.59061073,53.68245095,2002,0,1
26.44581996,53.34461466,2001,2,0
26.3751508,53.38871511,2003,1,0
26.56784401,53.38313309,2006,0,1
26.57991906,53.65294418,2001,0,0
26.60355513,53.4927317,2003,0,1
26.61305925,53.34589384,2007,1,0
26.37811595,53.40376771,2001,2,0
26.43725165,53.28985635,2011,1,1
26.25844504,53.4788445,2000,0,1
26.38051296,53.60863697,2005,0,0
26.55626645,53.37061841,2011,1,1
26.25602331,53.44690353,2002,1,1
26.37196783,53.55563303,2007,3,1
26.47699302,53.57552937,2003,3,1
26.60294136,53.59952403,2009,3,0
26.55561781,53.48978261,2002,2,0
26.5260106,53.52010665,2005,2,1
26.51124971,53.38498357,2005,1,1
26.36733172,53.49026079,2002,1,0
26.23857413,53.43656948,2000,0,1
26.53287856,53.57865821,2000,1,0
26.43197412,53.4750629,2004,2,0
26.52195706,53.68077784,2007,0,1
26.54441574,53.33168397,2008,0,0
26.36913632,53.42944479,2002,3,1
26.50915157,53.39183276,2001,0,0
26.31208116,53.67605548,2009,2,1
26.42429757,53.3214919,2000,0,0
26.44618572,53.72709166,2000,2,1
26.63299875,53.44900155,2001,0,0
26.58797349,53.33508549,2009,1,1
26.49787319,53.50998586,2004,2,0
26.65026644,53.51559323,2002,1,0
26.50606737,53.33919882,2000,0,1
26.4377728,53.7281601,2002,3,0
26.46228197,53.71683074,2010,2,1
26.59182881,53.44260151,2000,0,0
26.51835629,53.58326081,2012,3,1
26.33071963,53.37507402,2008,1,1
26.30742303,53.39316794,2000,3,0
26.36144979,53.71233492,2006,1,1
26.37761336,53.637457,2010,3,1
26.65599761,53.53252195,2000,0,1
26.50982222,53.63627626,2009,1,0
26.4112917,53.45805851,2006,0,1
26.42226222,53.44067164,2003,1,1
26.40265686,53.56021096,2005,0,1
26.53903781,53.37908386,2000,3,0
26.38206676,53.56923224,2012,3,1
26.40782193,53.6434305,2005,0,1
26.38700432,53.66581375,2007,0,1
26.35513468,53.42559838,2003,2,1
26.45544242,53.6806909,2002,1,0
26.43521657,53.25226702,2012,3,0
26.49606161,53.41666018,2004,1,1
26.58755601,53.54335505,2011,2,1
26.39454258,53.59332765,2010,0,1
26.36950518,53.45973598,2002,1,1
26.45447427,53.51598802,2001,0,1
26.22225338,53.46196462,2002,2,1
26.39182895,53.39090726,2000,2,1
26.38052269,53.27789423,2002,2,1
26.60970453,53.64389408,2007,3,1
26.52471994,53.69237619,2005,0,0
26.43851041,53.3305991,2003,1,0
26.30139676,53.50637045,2003,2,1
26.43900694,53.42492565,2005,3,1
26.33124662,53.6380791,2011,2,1
26.5071846,53.6733316,2002,0,1
26.49905171,53.64593237,2004,1,0
26.5439979,53.67095013,2001,3,1
26.53863621,53.38607651,2009,2,1
26.44176632,53.26116516,2004,2,1
26.46551232,53.26440097,2010,0,1
26.56385097,53.41251134,2007,3,1
26.24451813,53.46859778,2002,1,0
26.59947468,53.54794015,2002,3,0
26.32144139,53.41617862,2007,1,0
26.53356713,53.32540241,2010,2,1
26.49789998,53.72885492,2008,3,1
26.55712242,53.3514433,2003,1,0
26.41112699,53.7019573,2004,3,0
26.48568936,53.38551917,2012,3,0
26.41679665,53.52808537,2011,1,0
26.53380028,53.4984854,2003,2,0
26.43443493,53.29905969,2006,3,0
26.52585179,53.48975387,2003,2,0
26.34024578,53.46390106,2006,3,1
26.49319427,53.39472645,2012,0,0
26.43257243,53.5414466,2010,1,1
26.37262876,53.67597879,2002,0,1
26.30399462,53.6128636,2003,3,1
26.55842609,53.68955923,2008,1,0
26.42775295,53.65626115,2012,2,0
26.33430993,53.29745689,2012,3,1
26.25504686,53.50619247,2012,1,1
26.63958524,53.56544735,2000,0,0
26.30036214,53.43423055,2009,2,1
26.37551685,53.43917257,2011,3,1
26.39016542,53.36517464,2012,1,0
26.41520191,53.46750431,2010,2,1
26.59407931,53.55024263,2007,2,1
26.4750961,53.32801846,2012,0,0
26.38697488,53.31584326,2011,2,1
26.55877935,53.60498525,2002,3,1
26.46085249,53.3560861,2006,2,1
26.25188362,53.52545992,2009,3,0
26.33794099,53.43379679,2004,2,0
26.30839671,53.47612151,2003,3,0
26.40078849,53.57933014,2011,3,1
26.38689295,53.35134821,2008,0,0
26.55609931,53.39311921,2001,0,0
26.61018142,53.34400777,2000,2,1
26.593748,53.45992428,2010,1,1
26.57091809,53.35458384,2004,1,0
26.52954416,53.27336169,2012,2,1
26.45140733,53.47615164,2004,0,0
26.52955261,53.5304951,2002,1,0
26.46602803,53.63659036,2008,2,1
26.42364377,53.41981234,2003,3,1
26.41875071,53.28755599,2012,0,1
26.3961304,53.69151393,2002,3,1
26.57880712,53.56972257,2000,3,0
26.40862092,53.46733231,2001,3,0
26.36034653,53.55750439,2009,3,1
26.41430313,53.45345639,2005,0,0
26.43695351,53.26565389,2012,1,1
26.48414511,53.30089933,2008,1,1
26.49398565,53.71112122,2002,1,1
26.38630885,53.2739274,2000,1,0
26.55789514,53.64305645,2003,3,1
26.31032593,53.66004359,2004,2,1
26.40975594,53.63575437,2002,2,1
26.4642267,53.6633536,2008,1,0
26.42898107,53.48961024,2009,2,0
26.28110026,53.35252568,2010,2,0
26.55659192,53.4920063,2002,1,0
26.62851206,53.49735096,2009,1,1
26.61753877,53.56102127,2007,1,1
26.36193492,53.64602189,2003,2,1
26.43003018,53.43826514,2000,1,1
26.50287237,53.63225783,2009,3,0
26.27754753,53.51420708,2010,3,0
26.34406677,53.37148173,2004,0,0
26.44483872,53.7304893,2002,2,1
26.45156964,53.45320953,2003,0,1
26.57205732,53.54316731,2004,0,1
26.45270425,53.47752661,2006,2,1
26.39504316,53.53707719,2005,2,0
26.64886814,53.5826609,2006,3,1
26.33276176,53.52982126,2005,2,0
26.47521339,53.61570083,2012,0,0
26.49965004,53.65319313,2004,1,1
26.50246877,53.37231789,2002,1,1
26.33263671,53.28518323,2006,3,1
26.36914891,53.59910853,2009,1,1
26.59798927,53.60363639,2011,3,0
26.64515462,53.60731892,2011,1,0
26.36340217,53.36576812,2005,0,1
26.36703325,53.30674976,2008,2,0
26.54050253,53.61491344,2012,2,1
26.39981202,53.58761896,2004,3,1
26.64919159,53.50805656,2000,1,1
26.28895259,53.44999926,2002,0,1
26.44556762,53.45003087,2004,2,0
26.39807321,53.28501658,2006,2,0
26.32293125,53.35100316,2008,1,1
26.2676452,53.59732954,2010,1,0
26.38430847,53.32668301,2006,2,1
26.23936243,53.42566953,2011,1,1
26.41887746,53.4394763,2000,1,0
26.37093734,53.26740846,2000,1,0
26.31304497,53.67224226,2009,0,0
26.65208175,53.54672402,2001,0,1
26.34851929,53.38648155,2007,3,0
26.63093949,53.45004654,2004,3,1
26.29794841,53.45107079,2006,1,0
26.37677682,53.63141027,2002,0,1
26.59017668,53.50146341,2006,0,1
26.46476059,53.55586994,2007,3,1
26.40418574,53.69756784,2012,2,0
26.56147359,53.55214398,2011,2,1
26.42357649,53.68600738,2003,1,0
26.6020428,53.47270278,2005,1,0
26.43220727,53.68240248,2001,2,1
26.64277054,53.58759799,2007,0,0
26.52156395,53.36575719,2012,3,1
26.44065964,53.4774762,2010,0,1
26.51592468,53.62338893,2011,3,1
26.55193085,53.39085586,2011,0,1
26.47952385,53.73218183,2010,3,0
26.36216491,53.47110609,2004,1,1
26.41808318,53.34749124,2009,2,0
26.23125292,53.54431408,2004,1,0
26.42223645,53.34163363,2006,3,0
26.47277255,53.5576045,2010,0,0
26.33531704,53.48796207,2005,2,0
26.51565883,53.38542001,2004,0,0
26.36956165,53.63189239,2008,1,0
26.50925172,53.64983768,2000,3,0
26.40836304,53.45835658,2004,1,0
26.59026124,53.35154833,2000,2,0
26.36487338,53.41652338,2007,3,1
26.41017726,53.5400825,2002,0,0
26.47914207,53.2839934,2007,2,1
26.40249917,53.5260256,2002,2,1
26.4156663,53.30811653,2004,2,1
26.65476283,53.58254655,2000,3,0
26.3167619,53.39768652,2007,1,0
26.37005235,53.71182185,2010,3,1
26.59571037,53.41872332,2007,0,1
26.27803807,53.47401627,2006,0,0
26.5946017,53.57639533,2007,1,1
26.48578613,53.60354927,2009,0,0
26.40575198,53.73471719,2002,2,0
26.52715924,53.58232,2006,0,1
26.35545297,53.70612611,2009,2,0
26.53583692,53.47880848,2009,0,1
26.51018941,53.71430534,2006,2,1
26.29072824,53.45797327,2001,0,1
26.35190872,53.64068295,2011,1,1
26.31450979,53.5089509,2007,2,0
26.50142847,53.67695609,2002,2,0
26.40151479,53.54897684,2000,0,0
26.43179616,53.53529529,2007,0,0
26.38503036,53.33986888,2000,2,0
26.66504227,53.53871438,2006,1,0
26.55556335,53.45554986,2003,1,0
26.30659743,53.5839797,2002,3,1
26.44657954,53.71519427,2012,1,0
26.62660174,53.36700578,2002,2,0
26.56203271,53.49671955,2004,0,1
26.43463891,53.38970306,2012,0,0
26.41234094,53.36183801,2003,1,1
26.35981327,53.28383624,2001,1,1
26.48133674,53.36627029,2000,1,1
26.46809964,53.60009835,2008,1,1
26.39321575,53.57702672,2004,0,0
26.58354082,53.50867982,2000,2,0
26.36999479,53.32174923,2004,3,0
26.52189966,53.37704697,2010,1,1
26.29777193,53.65472305,2002,3,0
26.54856033,53.46069647,2012,2,1
26.51595792,53.56860827,2002,3,1
26.52314484,53.45443572,2008,3,1
26.42644673,53.71695894,2012,3,0
26.3479067,53.41634243,2007,3,0
26.47672418,53.27664931,2006,1,0
26.23459321,53.55380104,2007,3,0
26.46298948,53.70013821,2003,3,1
26.34235351,53.39766921,2004,3,0
26.41679149,53.56693092,2008,0,1
26.30504366,53.46572986,2008,2,0
26.44641087,53.57777071,2003,3,1
26.32389086,53.31378496,2005,1,1
26.4194968,53.43835878,2000,3,1
26.58457502,53.54792132,2012,1,1
26.59663208,53.48645436,2000,3,0
26.42970891,53.69910187,2008,3,0
26.45000622,53.55639917,2009,2,0
26.50078154,53.52811095,2004,2,0
26.41130125,53.36441945,2006,2,0
26.4062366,53.26764126,2007,3,0
26.60591716,53.53593531,2011,3,1
26.52163379,53.40859523,2004,3,1
26.59995354,53.39301612,2004,3,1
26.37977415,53.36032458,2000,3,1
26.5636929,53.54141169,2004,3,0
26.44608919,53.68049941,2003,0,0
26.44672145,53.62841416,2010,3,1
26.45094034,53.30623893,2009,1,0
26.53793863,53.58569761,2007,0,1
26.45311528,53.33985528,2007,3,1
26.55480769,53.596926,2000,1,0
26.23489251,53.48029502,2007,3,1
26.53873086,53.36176123,2006,0,1
26.63002578,53.4731392,2012,2,1
26.44570145,53.48871937,2003,1,1
26.44334998,53.60530144,2003,1,1
26.55043729,53.56513675,2012,1,0
26.54914726,53.43109771,2004,2,0
26.4934962,53.58513351,2004,3,1
26.37150059,53.35165933,2008,3,0
26.56362617,53.70484892,2005,2,1
26.57193094,53.66777794,2002,2,0
26.39300597,53.57379773,2006,3,0
26.33749528,53.57699142,2008,3,0
26.24456428,53.56125274,2004,1,1
26.36455372,53.686954,2011,1,1
26.40925228,53.31597041,2007,3,1
26.55452381,53.29813753,2006,3,0
26.46255547,53.49158208,2010,1,1
26.46744877,53.5970439,2003,0,1
26.57188072,53.61285374,2001,0,1
26.44374548,53.27185718,2001,1,0
26.41662114,53.53988817,2008,0,1
26.46519337,53.67769894,2012,1,0
26.28600125,53.56882178,2002,2,0
26.48391654,53.26097557,2001,2,1
26.42357137,53.38244405,2003,1,0
26.43859938,53.70930998,2012,2,1
26.54485741,53.29823726,2010,1,0
26.35233646,53.28514799,2002,1,0
26.6270914,53.49784727,2007,1,0
26.44539126,53.52040136,2001,2,0
26.45626544,53.48086643,2012,0,1
26.53443172,53.27785512,2008,2,0
26.53824676,53.65587797,2010,1,1
26.41901184,53.36477444,2002,3,0
26.42457717,53.31686466,2007,1,1
26.26921949,53.49204119,2010,0,1
26.52498129,53.51286163,2003,1,0
26.28717975,53.5727885,2009,0,1
26.28698105,53.41746171,2002,2,0
26.64621248,53.52811549,2009,2,0
26.32635448,53.33706144,2001,0,0
26.25847896,53.43745414,2009,0,0
26.48973909,53.31270008,2010,0,0
26.41439409,53.51636905,2005,3,0
26.6541715,53.52662714,2002,1,0
26.57601959,53.7008372,2001,2,1
26.37209388,53.51168443,2012,2,1
26.25731213,53.36532324,2012,2,1
26.36627205,53.52986724,2010,0,0
26.55689172,53.70326306,2006,3,0
26.37475328,53.7003574,2005,3,1
26.60565379,53.45130292,2004,2,0
26.57294818,53.33072694,2001,1,1
26.43436298,53.33801758,2003,0,1
26.45782393,53.59515984,2001,3,0
26.62473271,53.48016276,2006,1,0
26.54409958,53.3573278,2008,2,1
26.44314532,53.40068614,2000,2,0
26.57797696,53.54836654,2003,0,1
26.33215252,53.70861727,2011,1,0
26.35538949,53.72838714,2001,3,1
26.63451183,53.52835096,2001,2,1
26.41689768,53.44029998,2004,0,1
26.47286377,53.60735343,2009,2,0
26.54590845,53.32202887,2010,2,1
26.36432515,53.57419386,2000,2,1
26.3648619,53.45353569,2002,0,1
26.35215844,53.62118432,2007,0,1
26.29521734,53.65350148,2010,3,1
26.4236836,53.30981745,2011,1,1
26.42176518,53.33166844,2008,2,0
26.53202351,53.30281565,2008,3,1
26.44326397,53.44548189,2008,3,0
26.37133791,53.49104145,2002,0,1
26.512884,53.73697669,2002,2,0
26.47979435,53.67485089,2006,3,1
26.51799688,53.47205291,2005,1,1
26.27609531,53.36902307,2009,2,0
26.63706776,53.53331033,2005,2,0
26.49023037,53.73859663,2003,2,0
26.2956818,53.49528856,2004,1,1
26.48645691,53.69903861,2007,2,1
26.62400605,53.60651942,2003,1,0
26.41945914,53.38915227,2008,0,1
26.51105257,53.68497381,2001,2,1
26.25133965,53.52785551,2003,2,0
26.58423985,53.58160029,2000,3,0
26.24781087,53.53365213,2007,2,0
26.54129798,53.34084079,2011,2,0
26.46867792,53.44297104,2007,3,0
26.50882497,53.4847725,2010,3,1
26.29053998,53.46100452,2012,3,0
26.46334731,53.71933184,2012,2,0
26.57533776,53.60612004,2001,0,1
26.43221699,53.7019852,2005,0,0
26.26159585,53.41470119,2007,0,0
26.49553246,53.52240178,2010,0,0
26.25726336,53.62047577,2007,0,0
26.56413273,53.61867706,2004,0,0
26.54738126,53.42612571,2005,2,0
26.32873965,53.38043353,2008,0,0
26.54215712,53.34587698,2005,1,0
26.47236947,53.69045141,2010,2,0
26.51502492,53.60585176,2003,1,1
26.44586435,53.32423967,2009,3,1
26.31294115,53.42101967,2012,1,1
26.49840579,53.2794556,2005,1,1
26.44924938,53.56068607,2005,2,1
26.61456299,53.49228709,2009,1,1
26.48056177,53.58503948,2012,3,1
26.48201913,53.59098976,2006,0,0
26.33379165,53.31005645,2005,1,0
26.55817387,53.64671859,2011,2,1
26.51721458,53.51153077,2011,0,0
26.65187153,53.46741407,2007,2,0
26.50301843,53.64714816,2010,3,0
26.26964164,53.35056902,2011,3,1
26.61611694,53.59866079,2012,0,1
26.33607274,53.41180164,2006,2,1
26.63918713,53.56706714,2012,0,1
26.37321953,53.642377,2000,1,1
26.29798281,53.45575057,2012,1,1
26.37618713,53.34539102,2003,3,1
26.4419891,53.30317076,2008,1,0
26.59112047,53.5517192,2010,0,1
26.59817885,53.64940438,2007,2,0
26.46679541,53.41427623,2006,1,0
26.44457111,53.34891989,2012,1,1
26.48767841,53.61983523,2005,0,1
26.48391387,53.36335839,2002,1,0
26.2845269,53.62764458,2001,3,1
26.44557954,53.41503471,2006,2,1
26.49334933,53.30307777,2012,3,0
